Date_No,date, Linc,  L2025,  L2030,  L2035,  L2040,  L2045,  L2050,  L2055,  L2060,  L2065,  G,  F,  C,  S,  I
3121,5/2/2016,17.9711, ,25.4723, ,27.0305, ,15.2903, , , ,15.0108,17.5192,28.2685,35.8864,24.1804
3120,4/29/2016,17.9445, ,25.3492, ,26.8784, ,15.1919, , , ,15.0093,17.5566,28.0492,35.5944,24.0022
3119,4/28/2016,17.9606, ,25.4324, ,26.9821, ,15.2594, , , ,15.0079,17.5327,28.1919,35.8102,24.1319
3118,4/27/2016,17.9902, ,25.5737, ,27.1574, ,15.3727, , , ,15.0072,17.5121,28.4526,36.2042,24.301
3117,4/26/2016,17.9832, ,25.5547, ,27.1348, ,15.3593, , , ,15.0065,17.4589,28.4037,36.0868,24.3475
3116,4/25/2016,17.9739, ,25.5095, ,27.0776, ,15.3215, , , ,15.0058,17.4763,28.3506,35.7753,24.31
3115,4/22/2016,17.9811, ,25.5491, ,27.1277, ,15.3541, , , ,15.0036,17.4855,28.4019,35.9801,24.3566
3114,4/21/2016,17.9849, ,25.5655, ,27.1464, ,15.3651, , , ,15.0029,17.4925,28.4003,35.6896,24.543
3113,4/20/2016,17.9965, ,25.6194, ,27.2131, ,15.4079, , , ,15.0022,17.4987,28.548,35.876,24.5154
3112,4/19/2016,17.9947, ,25.6038, ,27.1932, ,15.394, , , ,15.0015,17.5468,28.5246,35.8281,24.474
3111,4/18/2016,17.9706, ,25.4977, ,27.0626, ,15.3104, , , ,15.0008,17.5451,28.4368,35.7377,24.1196
3110,4/15/2016,17.95, ,25.4103, ,26.9554, ,15.2418, , , ,14.9987,17.5576,28.2516,35.5478,24.041
3109,4/14/2016,17.9489, ,25.4124, ,26.9581, ,15.2439, , , ,14.998,17.5294,28.2794,35.4696,24.0492
3108,4/13/2016,17.9383, ,25.3662, ,26.9017, ,15.2079, , , ,14.9973,17.5367,28.2717,35.5393,23.8101
3107,4/12/2016,17.8924, ,25.1655, ,26.6538, ,15.0488, , , ,14.9966,17.5134,27.9865,34.8771,23.5129
3106,4/11/2016,17.8548, ,24.9928, ,26.4409, ,14.9119, , , ,14.9959,17.5499,27.7176,34.5503,23.1858
3105,4/8/2016,17.861, ,25.0267, ,26.4831, ,14.939, , , ,14.9937,17.5552,27.7938,34.6534,23.2018
3104,4/7/2016,17.8327, ,24.8991, ,26.3256, ,14.8377, , , ,14.993,17.5696,27.7164,34.4933,22.7568
3103,4/6/2016,17.8728, ,25.0908, ,26.5626, ,14.9906, , , ,14.9923,17.5169,28.0514,34.945,23.0396
3102,4/5/2016,17.8329, ,24.9101, ,26.3397, ,14.8473, , , ,14.9916,17.5372,27.7497,34.5158,22.7632
3101,4/4/2016,17.8756, ,25.1123, ,26.5896, ,15.0084, , , ,14.9909,17.4956,28.0339,34.8682,23.2083
3100,4/1/2016,17.8813, ,25.1494, ,26.6369, ,15.0398, , , ,14.9888,17.4806,28.118,35.1239,23.1823
3099,3/31/2016,17.8833, ,25.1606, ,26.6511, ,15.0491, , , ,14.9881,17.4856,27.9408,34.988,23.5561
3098,3/30/2016,17.8878, ,25.1901, ,26.6872, ,15.0726, , , ,14.9874,17.4438,27.9977,34.8558,23.6766
3097,3/29/2016,17.8692, ,25.1082, ,26.5873, ,15.0089, , , ,14.9867,17.4503,27.8737,34.7898,23.4925
3096,3/28/2016,17.824, ,24.916, ,26.3506, ,14.8576, , , ,14.9859,17.3963,27.6242,34.0965,23.2119
3095,3/24/2016,17.8109, ,24.8706, ,26.296, ,14.8235, , , ,14.9831,17.3762,27.609,34.0656,23.0404
3094,3/23/2016,17.8258, ,24.9352, ,26.3746, ,14.873, , , ,14.9824,17.3997,27.6193,33.9884,23.3596
3093,3/22/2016,17.8508, ,25.0643, ,26.5362, ,14.979, , , ,14.9816,17.3437,27.7967,34.5659,23.534
3092,3/21/2016,17.8501, ,25.0631, ,26.5346, ,14.9778, , , ,14.9809,17.3448,27.8166,34.5418,23.5072
3091,3/18/2016,17.8531, ,25.0768, ,26.5515, ,14.9882, , , ,14.9788,17.3819,27.7886,34.5472,23.6071
3090,3/17/2016,17.8399, ,25.0256, ,26.489, ,14.9487, , , ,14.9781,17.3504,27.6669,34.3014,23.6475
3089,3/16/2016,17.8084, ,24.8938, ,26.3273, ,14.8458, , , ,14.9774,17.3096,27.4854,33.8933,23.45
3088,3/15/2016,17.7819, ,24.7826, ,26.191, ,14.759, , , ,14.9767,17.2782,27.3305,33.586,23.27
3087,3/14/2016,17.8005, ,24.8712, ,26.3017, ,14.831, , , ,14.976,17.2769,27.38,33.9933,23.482
3086,3/11/2016,17.7955, ,24.8627, ,26.2928, ,14.8264, , , ,14.9738,17.2481,27.4127,34.0967,23.3699
3085,3/10/2016,17.7303, ,24.5701, ,25.9335, ,14.5961, , , ,14.9731,17.2647,26.9632,33.3623,22.9039
3084,3/9/2016,17.7345, ,24.59, ,25.9589, ,14.6128, , , ,14.9724,17.2774,26.9574,33.5542,22.9376
3083,3/8/2016,17.7186, ,24.5141, ,25.8655, ,14.5523, , , ,14.9717,17.3157,26.8174,33.3871,22.8321
3082,3/7/2016,17.7571, ,24.7023, ,26.0992, ,14.7042, , , ,14.971,17.2608,27.1166,34.1277,23.0425
3081,3/4/2016,17.7537, ,24.6922, ,26.0861, ,14.6953, , , ,14.9688,17.263,27.0905,33.8737,23.128
3080,3/3/2016,17.7343, ,24.6018, ,25.9748, ,14.6235, , , ,14.9681,17.2935,27.0009,33.6958,22.8848
3079,3/2/2016,17.7079, ,24.4909, ,25.8386, ,14.5365, , , ,14.9674,17.2659,26.904,33.347,22.6372
3078,3/1/2016,17.689, ,24.4095, ,25.7385, ,14.4723, , , ,14.9667,17.2611,26.7895,33.0137,22.5466
3077,2/29/2016,17.6135, ,24.0683, ,25.3217, ,14.2059, , , ,14.9659,17.3246,26.1642,32.3234,22.1002
3076,2/26/2016,17.6274, ,24.1408, ,25.4104, ,14.2627, , , ,14.9636,17.2994,26.3757,32.4338,22.0988
3075,2/25/2016,17.6329, ,24.1553, ,25.4259, ,14.2706, , , ,14.9629,17.3519,26.4224,32.2277,22.1536
3074,2/24/2016,17.5867, ,23.9631, ,25.1926, ,14.1233, , , ,14.9621,17.3122,26.1198,31.8719,21.8461
3073,2/23/2016,17.5799, ,23.935, ,25.1579, ,14.101, , , ,14.9614,17.3125,26.0026,31.6396,21.9771
3072,2/22/2016,17.6225, ,24.1268, ,25.3917, ,14.2498, , , ,14.9607,17.2929,26.3282,31.9506,22.2883
3071,2/19/2016,17.5744, ,23.9233, ,25.1442, ,14.0926, , , ,14.9583,17.296,25.9538,31.5006,22.06
3070,2/18/2016,17.5799, ,23.9506, ,25.1774, ,14.1137, , , ,14.9576,17.29,25.9509,31.4281,22.226
3069,2/17/2016,17.5856, ,23.9886, ,25.2247, ,14.145, , , ,14.9569,17.2343,26.0707,31.5643,22.1939
3068,2/16/2016,17.5243, ,23.7211, ,24.8989, ,13.9378, , , ,14.9561,17.2606,25.6448,30.9643,21.7959
3067,2/12/2016,17.4557, ,23.4336, ,24.5497, ,13.7162, , , ,14.953,17.2698,25.2199,30.2349,21.3697
3066,2/11/2016,17.3967, ,23.1675, ,24.2255, ,13.5093, , , ,14.9523,17.3481,24.7348,29.6392,21.053
3065,2/10/2016,17.4416, ,23.3672, ,24.4685, ,13.6638, , , ,14.9515,17.3274,25.0378,30.0193,21.4002
3064,2/9/2016,17.4404, ,23.3675, ,24.469, ,13.6643, , , ,14.9508,17.3064,25.0341,29.9402,21.4463
3063,2/8/2016,17.4538, ,23.4282, ,24.5438, ,13.7123, , , ,14.95,17.3142,25.0457,30.1145,21.6558
3062,2/5/2016,17.5097, ,23.6973, ,24.8754, ,13.926, , , ,14.9477,17.241,25.4024,30.8387,22.167
3061,2/4/2016,17.5712, ,23.9734, ,25.2143, ,14.143, , , ,14.947,17.2333,25.8789,31.7752,22.4166
3060,2/3/2016,17.5589, ,23.9234, ,25.1528, ,14.1037, , , ,14.9463,17.2204,25.8348,31.5609,22.3293
3059,2/2/2016,17.5422, ,23.8496, ,25.0629, ,14.0463, , , ,14.9455,17.2361,25.6976,31.4258,22.2309
3058,2/1/2016,17.607, ,24.1539, ,25.4367, ,14.2868, , , ,14.9448,17.1594,26.185,32.1792,22.7017
3057,1/29/2016,17.6116, ,24.1674, ,25.4524, ,14.2957, , , ,14.9439,17.2071,26.1963,32.1616,22.7409
3056,1/28/2016,17.5199, ,23.7863, ,24.9889, ,14.002, , , ,14.9411,17.1509,25.5626,31.2149,22.2699
3055,1/27/2016,17.5157, ,23.7755, ,24.9775, ,13.996, , , ,14.9402,17.1379,25.4201,31.2914,22.4208
3054,1/26/2016,17.5412, ,23.8894, ,25.1169, ,14.0848, , , ,14.9392,17.1418,25.6976,31.7201,22.3768
3053,1/25/2016,17.4849, ,23.6484, ,24.8226, ,13.8975, , , ,14.9383,17.1216,25.339,31.0796,22.0172
3052,1/22/2016,17.531, ,23.8614, ,25.0835, ,14.0643, , , ,14.9355,17.1069,25.7413,31.7509,22.1752
3051,1/21/2016,17.4542, ,23.5298, ,24.6798, ,13.8077, , , ,14.9346,17.1159,25.2294,30.9826,21.6702
3050,1/20/2016,17.4349, ,23.4451, ,24.5774, ,13.7427, , , ,14.9337,17.1417,25.0985,30.9839,21.4586
3049,1/19/2016,17.4892, ,23.6834, ,24.8662, ,13.9255, , , ,14.9328,17.133,25.391,31.0528,22.1261
3048,1/15/2016,17.4795, ,23.6578, ,24.838, ,13.9093, , , ,14.9291,17.1256,25.3777,31.4042,21.9039
3047,1/14/2016,17.5607, ,24.0234, ,25.2841, ,14.1937, , , ,14.9282,17.0809,25.9365,31.987,22.6033
3046,1/13/2016,17.5173, ,23.8293, ,25.0474, ,14.0426, , , ,14.9272,17.1164,25.5099,31.5979,22.458
3045,1/12/2016,17.5913, ,24.1615, ,25.4544, ,14.3028, , , ,14.9263,17.1068,26.1594,32.6053,22.6922
3044,1/11/2016,17.5673, ,24.0716, ,25.3467, ,14.2362, , , ,14.9254,17.0491,25.9571,32.5205,22.6278
3043,1/8/2016,17.5638, ,24.0638, ,25.3388, ,14.2317, , , ,14.9226,17.0663,25.9348,32.7101,22.5568
3042,1/7/2016,17.6067, ,24.2631, ,25.5842, ,14.3895, , , ,14.9217,17.0484,26.2188,33.177,22.9324
3041,1/6/2016,17.6823, ,24.6099, ,26.0109, ,14.6634, , , ,14.9208,17.0348,26.8551,34.1067,23.3206
3040,1/5/2016,17.7215, ,24.8022, ,26.2487, ,14.8175, , , ,14.9199,16.9744,27.202,34.647,23.5576
3039,1/4/2016,17.7197, ,24.7972, ,26.2429, ,14.814, , , ,14.9189,16.9765,27.1472,34.6186,23.631
3038,12/31/2015,17.7733, ,25.0635, ,26.5715, ,15.0263, , , ,14.9154,16.9549,27.5622,35.2356,24.0952
3037,12/30/2015,17.8066, ,25.2267, ,26.7707, ,15.1556, , , ,14.9146,16.9249,27.8239,35.5126,24.4184
3036,12/29/2015,17.827, ,25.3226, ,26.8905, ,15.2319, , , ,14.9137,16.915,28.0236,35.8047,24.4757
3035,12/28/2015,17.795, ,25.1691, ,26.7015, ,15.1101, , , ,14.9128,16.9799,27.723,35.4625,24.2816
3034,12/24/2015,17.7991, ,25.2052, ,26.7481, ,15.1407, , , ,14.9093,16.9596,27.7831,35.6084,24.3272
3033,12/23/2015,17.8015, ,25.2208, ,26.7663, ,15.1527, , , ,14.9084,16.9421,27.8272,35.5749,24.3623
3032,12/22/2015,17.7493, ,24.9775, ,26.4695, ,14.9611, , , ,14.9076,16.9607,27.4848,35.0903,23.8679
3031,12/21/2015,17.7238, ,24.862, ,26.3271, ,14.8703, , , ,14.9067,16.9971,27.2413,34.8034,23.7743
3030,12/18/2015,17.7042, ,24.79, ,26.2382, ,14.8154, , , ,14.9041,16.9983,27.0266,34.6047,23.8359
3029,12/17/2015,17.7523, ,25.0078, ,26.5052, ,14.9855, , , ,14.9032,16.9751,27.5157,35.0221,24.0177
3028,12/16/2015,17.7924, ,25.1933, ,26.7344, ,15.1314, , , ,14.9023,16.932,27.9327,35.4711,24.1385
3027,12/15/2015,17.7354, ,24.9313, ,26.4149, ,14.9258, , , ,14.9015,16.9483,27.531,34.9541,23.6595
3026,12/14/2015,17.702, ,24.7801, ,26.227, ,14.8061, , , ,14.9006,16.9775,27.2403,34.5033,23.5322
3025,12/11/2015,17.702, ,24.7865, ,26.2386, ,14.8141, , , ,14.8979,17.0578,27.1097,34.7214,23.6444
3024,12/10/2015,17.7653, ,25.0913, ,26.614, ,15.0559, , , ,14.8971,16.9908,27.6422,35.4226,24.0947
3023,12/9/2015,17.7636, ,25.0851, ,26.6039, ,15.0503, , , ,14.8962,17.0194,27.5768,35.3009,24.2056
3022,12/8/2015,17.7814, ,25.1687, ,26.7111, ,15.1179, , , ,14.8953,16.9979,27.7901,35.6688,24.1537
3021,12/7/2015,17.811, ,25.3081, ,26.8798, ,15.2274, , , ,14.8945,17.021,27.9701,35.8494,24.5005
3020,12/4/2015,17.8328, ,25.4292, ,27.034, ,15.3271, , , ,14.8918,16.9757,28.1638,36.3422,24.6329
3019,12/3/2015,17.7783, ,25.2089, ,26.7648, ,15.1581, , , ,14.891,16.9251,27.5978,35.9447,24.5893
3018,12/2/2015,17.8283, ,25.4131, ,27.0185, ,15.3176, , , ,14.8901,17.0502,27.9991,36.5488,24.695
3017,12/1/2015,17.8599, ,25.5537, ,27.1931, ,15.4284, , , ,14.8892,17.0617,28.3031,36.9242,24.776
3016,11/30/2015,17.8224, ,25.3993, ,27.0053, ,15.3092, , , ,14.8883,17.0057,28.0019,36.6689,24.5938
3015,11/27/2015,17.834, ,25.463, ,27.0848, ,15.3605, , , ,14.8857,16.9947,28.1307,36.8239,24.6648
3014,11/25/2015,17.8256, ,25.4286, ,27.0425, ,15.3332, , , ,14.884,16.9893,28.1079,36.7146,24.5782
3013,11/24/2015,17.8185, ,25.3947, ,26.9989, ,15.3048, , , ,14.8831,16.9823,28.108,36.5184,24.4933
3012,11/23/2015,17.8168, ,25.3932, ,26.9932, ,15.3026, , , ,14.8822,16.9784,28.0729,36.3216,24.6298
3011,11/20/2015,17.8203, ,25.4212, ,27.0248, ,15.3242, , , ,14.8796,16.9706,28.1065,36.2096,24.7805
3010,11/19/2015,17.8109, ,25.3818, ,26.9747, ,15.2929, , , ,14.8788,16.985,27.9955,36.0458,24.8182
3009,11/18/2015,17.8057, ,25.3603, ,26.9521, ,15.2772, , , ,14.8779,16.9631,28.0252,36.1529,24.6264
3008,11/17/2015,17.7565, ,25.1452, ,26.6859, ,15.1082, , , ,14.877,16.9654,27.5776,35.5832,24.4762
3007,11/16/2015,17.7517, ,25.1237, ,26.6627, ,15.0922, , , ,14.8762,16.95,27.6079,35.6648,24.2921
3006,11/13/2015,17.7079, ,24.944, ,26.4437, ,14.9536, , , ,14.8735,16.9446,27.1978,35.3347,24.1703
3005,11/12/2015,17.7409, ,25.1013, ,26.6357, ,15.0774, , , ,14.8727,16.9148,27.5056,35.5872,24.402
3004,11/10/2015,17.7892, ,25.3211, ,26.9152, ,15.254, , , ,14.8709,16.9214,27.9813,36.4986,24.3963
3003,11/9/2015,17.7854, ,25.3134, ,26.9044, ,15.2484, , , ,14.8701,16.9029,27.9314,36.4049,24.4852
3002,11/6/2015,17.8135, ,25.4481, ,27.0725, ,15.3558, , , ,14.8674,16.9101,28.2025,36.7837,24.5943
3001,11/5/2015,17.8237, ,25.4884, ,27.1178, ,15.3853, , , ,14.8666,16.982,28.2091,36.6897,24.7988
3000,11/4/2015,17.8271, ,25.5059, ,27.1394, ,15.3993, , , ,14.8657,16.9901,28.2352,36.7229,24.8324
2999,11/3/2015,17.84, ,25.5667, ,27.2123, ,15.4466, , , ,14.8648,17.0029,28.3255,36.7581,24.9851
2998,11/2/2015,17.8342, ,25.541, ,27.1799, ,15.4261, , , ,14.864,17.0283,28.2476,36.6665,25.0058
2997,10/30/2015,17.7923, ,25.3495, ,26.9404, ,15.2728, , , ,14.8623,17.0468,27.9162,36.0387,24.8073
2996,10/29/2015,17.8004, ,25.3916, ,26.9922, ,15.3058, , , ,14.8607,17.0266,28.0509,36.0861,24.8048
2995,10/28/2015,17.8172, ,25.4692, ,27.0887, ,15.3684, , , ,14.8599,17.0924,28.0604,36.3551,25.0459
2994,10/27/2015,17.7763, ,25.2711, ,26.8377, ,15.2072, , , ,14.8591,17.1457,27.7293,35.562,24.8689
2993,10/26/2015,17.7916, ,25.3561, ,26.9447, ,15.2774, , , ,14.8583,17.123,27.7999,35.8659,25.0794
2992,10/23/2015,17.7924, ,25.3722, ,26.9666, ,15.2917, , , ,14.8558,17.0974,27.853,35.9641,25.053
2991,10/22/2015,17.7569, ,25.208, ,26.7664, ,15.1629, , , ,14.855,17.1338,27.5491,35.6756,24.8025
2990,10/21/2015,17.715, ,25.0386, ,26.5601, ,15.0334, , , ,14.8542,17.1164,27.0975,35.4009,24.7822
2989,10/20/2015,17.7275, ,25.1032, ,26.647, ,15.0881, , , ,14.8534,17.079,27.2527,35.8882,24.6757
2988,10/19/2015,17.7341, ,25.1305, ,26.6802, ,15.109, , , ,14.8526,17.1117,27.2907,35.9351,24.7226
2987,10/16/2015,17.7351, ,25.1469, ,26.6991, ,15.1224, , , ,14.8502,17.1119,27.2828,35.8938,24.8453
2986,10/15/2015,17.7244, ,25.1071, ,26.6521, ,15.0931, , , ,14.8494,17.1092,27.1588,35.8931,24.8446
2985,10/14/2015,17.6689, ,24.8472, ,26.3323, ,14.8871, , , ,14.8486,17.1419,26.7596,35.2651,24.4026
2984,10/13/2015,17.6827, ,24.9271, ,26.4324, ,14.9526, , , ,14.8478,17.0798,26.8848,35.5154,24.5385
2983,10/9/2015,17.7048, ,25.0521, ,26.5903, ,15.0554, , , ,14.8445,17.0511,27.032,35.9772,24.7723
2982,10/8/2015,17.6957, ,25.0122, ,26.5422, ,15.024, , , ,14.8437,17.0363,27.0115,35.9016,24.6406
2981,10/7/2015,17.6639, ,24.8629, ,26.3598, ,14.9063, , , ,14.8429,17.0725,26.7751,35.6035,24.3671
2980,10/6/2015,17.6338, ,24.7268, ,26.1898, ,14.7979, , , ,14.8421,17.079,26.5513,35.132,24.2294
2979,10/5/2015,17.6395, ,24.7571, ,26.2306, ,14.8233, , , ,14.8413,17.0531,26.6467,35.3565,24.1475
2978,10/2/2015,17.5707, ,24.4472, ,25.8518, ,14.5805, , , ,14.8388,17.0924,26.1669,34.6504,23.6367
2977,10/1/2015,17.5164, ,24.2159, ,25.569, ,14.4009, , , ,14.838,17.0467,25.7953,34.0993,23.3202
2976,9/30/2015,17.5057, ,24.1703, ,25.5165, ,14.3668, , , ,14.8372,17.0438,25.7422,34.1255,23.1697
2975,9/29/2015,17.4372, ,23.8691, ,25.1524, ,14.1346, , , ,14.8363,17.0379,25.259,33.5696,22.6799
2974,9/28/2015,17.4421, ,23.9072, ,25.1999, ,14.1669, , , ,14.8354,17.0202,25.2262,33.715,22.8734
2973,9/25/2015,17.5248, ,24.2971, ,25.6807, ,14.4741, , , ,14.8328,16.9751,25.8827,34.7928,23.3555
2972,9/24/2015,17.5201, ,24.2674, ,25.6519, ,14.4526, , , ,14.832,17.0106,25.8944,35.082,23.0537
2971,9/23/2015,17.536, ,24.3489, ,25.7512, ,14.5174, , , ,14.8311,16.9985,25.9822,35.2543,23.2588
2970,9/22/2015,17.5441, ,24.3876, ,25.7992, ,14.548, , , ,14.8302,17.0115,26.0342,35.3742,23.3176
2969,9/21/2015,17.5944, ,24.6413, ,26.1092, ,14.7496, , , ,14.8294,16.9462,26.359,35.9229,23.8849
2968,9/18/2015,17.5851, ,24.5982, ,26.0587, ,14.7166, , , ,14.8267,17.0154,26.2383,35.9448,23.8258
2967,9/17/2015,17.6456, ,24.8989, ,26.4244, ,14.9544, , , ,14.8259,16.9476,26.6684,36.4766,24.4815
2966,9/16/2015,17.6368, ,24.8685, ,26.3882, ,14.931, , , ,14.825,16.8645,26.7333,36.3894,24.2971
2965,9/15/2015,17.6049, ,24.7243, ,26.2122, ,14.8181, , , ,14.8241,16.8736,26.5013,36.0688,24.0713
2964,9/14/2015,17.5691, ,24.5518, ,26.0006, ,14.6821, , , ,14.8233,16.9575,26.1648,35.6826,23.8641
2963,9/11/2015,17.5855, ,24.6393, ,26.1069, ,14.7513, , , ,14.8207,16.9562,26.2703,35.8224,24.0883
2962,9/10/2015,17.5684, ,24.5726, ,26.0254, ,14.7003, , , ,14.8198,16.9261,26.1447,35.6582,24.0377
2961,9/9/2015,17.5576, ,24.5263, ,25.9685, ,14.6645, , , ,14.8189,16.9563,26.0057,35.5562,24.0584
2960,9/8/2015,17.5901, ,24.6693, ,26.1456, ,14.7756, , , ,14.8181,16.93,26.369,35.9595,24.0362
2959,9/4/2015,17.5053, ,24.2899, ,25.6835, ,14.4797, , , ,14.8146,16.9747,25.7214,35.1654,23.4766
2958,9/3/2015,17.5568, ,24.533, ,25.9772, ,14.6691, , , ,14.8137,16.9422,26.1187,35.5198,23.9387
2957,9/2/2015,17.5485, ,24.5026, ,25.9404, ,14.6459, , , ,14.8129,16.9138,26.0874,35.4409,23.883
2956,9/1/2015,17.4919, ,24.2486, ,25.6299, ,14.4476, , , ,14.812,16.9322,25.6151,34.8964,23.5732
2955,8/31/2015,17.5954, ,24.7302, ,26.2172, ,14.8255, , , ,14.8111,16.9164,26.3935,35.8453,24.3943
2954,8/28/2015,17.62, ,24.8476, ,26.3605, ,14.9172, , , ,14.8086,16.9258,26.6144,36.0589,24.5502
2953,8/27/2015,17.6146, ,24.8199, ,26.3229, ,14.8932, , , ,14.8077,16.94,26.5951,35.8008,24.5467
2952,8/26/2015,17.5322, ,24.4638, ,25.8882, ,14.6176, , , ,14.8069,16.9208,25.9608,34.9714,24.1455
2951,8/25/2015,17.4312, ,24.0349, ,25.366, ,14.2887, , , ,14.8061,16.9476,24.9844,34.1023,23.9315
2950,8/24/2015,17.4539, ,24.0989, ,25.4468, ,14.3339, , , ,14.8052,17.0513,25.3224,34.3573,23.5474
2949,8/21/2015,17.5843, ,24.715, ,26.2043, ,14.8211, , , ,14.8027,17.0259,26.3641,35.7779,24.464
2948,8/20/2015,17.6786, ,25.1495, ,26.734, ,15.1614, , , ,14.8018,17.006,27.2253,36.491,25.0431
2947,8/19/2015,17.7475, ,25.4786, ,27.1435, ,15.4248, , , ,14.801,16.9795,27.8126,37.4395,25.425
2946,8/18/2015,17.7776, ,25.638, ,27.3403, ,15.5536, , , ,14.8002,16.9268,28.0428,37.8092,25.759
2945,8/17/2015,17.7898, ,25.6936, ,27.4103, ,15.5983, , , ,14.7993,16.9604,28.1113,38.024,25.8338
2944,8/14/2015,17.7685, ,25.612, ,27.3072, ,15.5339, , , ,14.7968,16.9237,27.9605,37.6608,25.8332
2943,8/13/2015,17.7592, ,25.574, ,27.2581, ,15.5034, , , ,14.7959,16.9306,27.8513,37.4572,25.8993
2942,8/12/2015,17.7621, ,25.5789, ,27.2648, ,15.5063, , , ,14.7951,16.9762,27.8829,37.5101,25.8293
2941,8/11/2015,17.7703, ,25.6306, ,27.3267, ,15.5488, , , ,14.7943,16.9791,27.8497,37.5514,26.1466
2940,8/10/2015,17.7984, ,25.7807, ,27.512, ,15.6698, , , ,14.7934,16.9028,28.1131,37.8835,26.4029
2939,8/7/2015,17.7573, ,25.5916, ,27.2781, ,15.5193, , , ,14.7909,16.9467,27.7569,37.3864,26.1897
2938,8/6/2015,17.7654, ,25.6416, ,27.341, ,15.5608, , , ,14.79,16.9078,27.8359,37.541,26.2803
2937,8/5/2015,17.7864, ,25.7468, ,27.475, ,15.6466, , , ,14.7892,16.8821,28.0453,37.9792,26.3166
2936,8/4/2015,17.7782, ,25.7042, ,27.4217, ,15.612, , , ,14.7884,16.9248,27.9474,37.8489,26.2905
2935,8/3/2015,17.7862, ,25.7327, ,27.456, ,15.633, , , ,14.7875,16.9756,28.0099,37.8841,26.3004
2934,7/31/2015,17.7905, ,25.7713, ,27.5062, ,15.6661, , , ,14.7848,16.9344,28.0874,38.0506,26.3334
2933,7/30/2015,17.78, ,25.7223, ,27.4469, ,15.6265, , , ,14.7839,16.8867,28.151,37.9359,26.042
2932,7/29/2015,17.7781, ,25.7186, ,27.4408, ,15.6232, , , ,14.783,16.8762,28.1478,37.8311,26.081
2931,7/28/2015,17.7521, ,25.5976, ,27.2922, ,15.5273, , , ,14.782,16.8936,27.9399,37.5655,25.8931
2930,7/27/2015,17.7202, ,25.4551, ,27.1151, ,15.4148, , , ,14.7811,16.9201,27.5979,37.1661,25.8682
2929,7/24/2015,17.7392, ,25.5665, ,27.2555, ,15.5067, , , ,14.7784,16.8788,27.7581,37.5357,26.0648
2928,7/23/2015,17.7746, ,25.7357, ,27.4648, ,15.6416, , , ,14.7774,16.8796,28.0581,37.9583,26.2899
2927,7/22/2015,17.7852, ,25.7906, ,27.5361, ,15.6867, , , ,14.7765,16.8487,28.2162,38.2259,26.2217
2926,7/21/2015,17.7982, ,25.8631, ,27.6216, ,15.7442, , , ,14.7756,16.8339,28.2807,38.188,26.5307
2925,7/20/2015,17.8072, ,25.9118, ,27.6843, ,15.7843, , , ,14.7747,16.8078,28.4005,38.4009,26.5164
2924,7/17/2015,17.804, ,25.9037, ,27.6771, ,15.7793, , , ,14.7719,16.8294,28.3778,38.5043,26.4624
2923,7/16/2015,17.8046, ,25.9175, ,27.6969, ,15.7929, , , ,14.771,16.8193,28.3463,38.6714,26.5246
2922,7/15/2015,17.7765, ,25.7894, ,27.5408, ,15.6922, , , ,14.7701,16.8206,28.1205,38.4601,26.3079
2921,7/14/2015,17.7775, ,25.8078, ,27.5674, ,15.7098, , , ,14.7692,16.7815,28.1405,38.6826,26.2991
2920,7/13/2015,17.7551, ,25.708, ,27.4453, ,15.631, , , ,14.7683,16.7563,28.0154,38.4561,26.088
2919,7/10/2015,17.7182, ,25.5505, ,27.2518, ,15.5077, , , ,14.7655,16.758,27.706,38.0786,25.9373
2918,7/9/2015,17.6723, ,25.3181, ,26.9675, ,15.322, , , ,14.7646,16.8443,27.3681,37.6149,25.436
2917,7/8/2015,17.652, ,25.1979, ,26.8228, ,15.2242, , , ,14.7637,16.9201,27.3064,37.4955,24.9233
2916,7/7/2015,17.7086, ,25.4713, ,27.1598, ,15.442, , , ,14.7627,16.896,27.7605,38.1387,25.3566
2915,7/6/2015,17.6946, ,25.4289, ,27.1075, ,15.411, , , ,14.7609,16.862,27.5924,38.0195,25.4847
2914,7/2/2015,17.7133, ,25.5548, ,27.2594, ,15.5139, , , ,14.7581,16.774,27.698,38.1032,25.9962
2913,7/1/2015,17.7126, ,25.5622, ,27.271, ,15.5218, , , ,14.7572,16.744,27.7067,38.2224,25.9875
2912,6/30/2015,17.6926, ,25.4596, ,27.1463, ,15.4402, , , ,14.7564,16.8104,27.509,38.0981,25.797
2911,6/29/2015,17.689, ,25.4523, ,27.1341, ,15.4344, , , ,14.7556,16.8028,27.4343,37.9026,25.9757
2910,6/26/2015,17.7574, ,25.8098, ,27.5777, ,15.7236, , , ,14.7531,16.7036,28.0162,38.8058,26.5839
2909,6/25/2015,17.7669, ,25.8489, ,27.6245, ,15.7536, , , ,14.7523,16.7681,28.022,38.8572,26.7338
2908,6/24/2015,17.7759, ,25.8902, ,27.6753, ,15.786, , , ,14.7515,16.7838,28.1043,38.937,26.7781
2907,6/23/2015,17.7969, ,25.9991, ,27.813, ,15.875, , , ,14.7507,16.7507,28.3116,39.3314,26.8639
2906,6/22/2015,17.7971, ,25.9968, ,27.8085, ,15.8719, , , ,14.7499,16.785,28.291,39.2517,26.9055
2905,6/19/2015,17.7649, ,25.8279, ,27.6042, ,15.736, , , ,14.7475,16.8556,28.1194,39.056,26.3452
